name,RMSD,TMscore,ID
id_29_unrelaxed_rank_2_model_1,1.13,0.94238,0.338
id_96_unrelaxed_rank_5_model_3,1.15,0.94937,0.453
id_34_unrelaxed_rank_4_model_4,2.29,0.84412,0.236
id_87_unrelaxed_rank_2_model_5,1.26,0.94247,0.361
id_33_unrelaxed_rank_1_model_5,1.08,0.95211,0.372
id_13_unrelaxed_rank_4_model_5,1.06,0.94687,0.361
id_79_unrelaxed_rank_3_model_5,1.66,0.90432,0.392
id_95_unrelaxed_rank_1_model_5,1.22,0.94037,0.389
id_88_unrelaxed_rank_2_model_2,1.14,0.95086,0.486
id_42_unrelaxed_rank_5_model_1,1.59,0.92589,0.333
id_2_unrelaxed_rank_5_model_5,1.93,0.87529,0.385
id_38_unrelaxed_rank_4_model_2,2.51,0.81676,0.287
id_81_unrelaxed_rank_2_model_5,1.4,0.91693,0.401
id_83_unrelaxed_rank_2_model_4,1.44,0.91926,0.32
id_10_unrelaxed_rank_2_model_4,1.19,0.94441,0.318
id_50_unrelaxed_rank_5_model_2,1.19,0.9387,0.347
id_88_unrelaxed_rank_5_model_5,1.25,0.9405,0.486
id_20_unrelaxed_rank_2_model_1,1.16,0.94607,0.396
id_86_unrelaxed_rank_4_model_5,1.29,0.91573,0.304
id_50_unrelaxed_rank_2_model_1,1.34,0.93106,0.347
id_18_unrelaxed_rank_3_model_4,2.57,0.76174,0.188
id_35_unrelaxed_rank_4_model_3,1.6,0.90956,0.253
id_40_unrelaxed_rank_2_model_1,1.04,0.94838,0.372
id_0_unrelaxed_rank_1_model_2,1.27,0.92638,0.308
id_39_unrelaxed_rank_3_model_2,1.22,0.94262,0.36
id_43_unrelaxed_rank_3_model_4,3.43,0.54578,0.115
id_77_unrelaxed_rank_4_model_3,1.55,0.9182,0.365
id_48_unrelaxed_rank_1_model_2,1.04,0.95749,0.367
id_23_unrelaxed_rank_4_model_4,1.12,0.95222,0.347
id_22_unrelaxed_rank_2_model_3,1.35,0.90897,0.467
id_70_unrelaxed_rank_1_model_5,1.63,0.89887,0.299
id_12_unrelaxed_rank_1_model_4,1.16,0.93934,0.349
id_4_unrelaxed_rank_2_model_3,1.18,0.93905,0.423
id_82_unrelaxed_rank_2_model_4,1.67,0.90992,0.289
id_99_unrelaxed_rank_3_model_2,1.22,0.94429,0.327
id_43_unrelaxed_rank_4_model_3,3.36,0.6289,0.101
id_89_unrelaxed_rank_4_model_2,1.16,0.94278,0.327
id_85_unrelaxed_rank_1_model_1,1.04,0.96285,0.453
id_12_unrelaxed_rank_3_model_2,1.18,0.9398,0.349
id_80_unrelaxed_rank_4_model_4,1.63,0.90996,0.277
id_47_unrelaxed_rank_1_model_2,0.97,0.95404,0.377
id_94_unrelaxed_rank_1_model_5,1.52,0.9216,0.384
id_56_unrelaxed_rank_2_model_1,1.14,0.95234,0.36
id_37_unrelaxed_rank_1_model_2,1.04,0.95629,0.413
id_75_unrelaxed_rank_3_model_5,1.19,0.9402,0.423
id_55_unrelaxed_rank_1_model_1,1.24,0.93499,0.314
id_9_unrelaxed_rank_5_model_1,1.77,0.89962,0.299
id_11_unrelaxed_rank_2_model_1,1.04,0.95788,0.413
id_89_unrelaxed_rank_1_model_4,1.31,0.93622,0.324
id_67_unrelaxed_rank_3_model_3,1.32,0.92925,0.354
id_9_unrelaxed_rank_4_model_5,1.91,0.88598,0.299
id_86_unrelaxed_rank_1_model_2,1.4,0.90848,0.304
id_60_unrelaxed_rank_3_model_5,1.3,0.93373,0.383
id_54_unrelaxed_rank_4_model_4,1.32,0.94111,0.393
id_28_unrelaxed_rank_5_model_3,1.83,0.88636,0.284
id_33_unrelaxed_rank_5_model_1,1.02,0.95648,0.372
id_69_unrelaxed_rank_1_model_5,2.11,0.87096,0.259
id_7_unrelaxed_rank_1_model_5,1.49,0.92841,0.293
id_59_unrelaxed_rank_2_model_2,1.3,0.935,0.405
id_92_unrelaxed_rank_4_model_4,1.32,0.93023,0.34
id_85_unrelaxed_rank_2_model_2,1.03,0.96358,0.453
id_49_unrelaxed_rank_3_model_1,2.0,0.89332,0.38
id_39_unrelaxed_rank_2_model_1,1.22,0.94575,0.36
id_14_unrelaxed_rank_3_model_4,1.19,0.94391,0.313
id_31_unrelaxed_rank_4_model_4,1.17,0.94001,0.426
id_90_unrelaxed_rank_2_model_1,1.12,0.9525,0.43
id_66_unrelaxed_rank_5_model_3,1.68,0.83241,0.225
id_88_unrelaxed_rank_1_model_1,1.15,0.95053,0.486
id_48_unrelaxed_rank_4_model_5,1.14,0.95087,0.367
id_56_unrelaxed_rank_1_model_4,1.07,0.9559,0.36
id_63_unrelaxed_rank_4_model_4,1.34,0.93395,0.351
id_96_unrelaxed_rank_2_model_2,1.16,0.94784,0.453
id_21_unrelaxed_rank_5_model_3,1.81,0.86684,0.31
id_58_unrelaxed_rank_1_model_2,1.05,0.95743,0.452
id_61_unrelaxed_rank_5_model_3,1.13,0.94158,0.403
id_0_unrelaxed_rank_5_model_3,1.42,0.92749,0.303
id_47_unrelaxed_rank_4_model_5,1.14,0.94241,0.377
id_34_unrelaxed_rank_5_model_3,2.34,0.83633,0.236
id_50_unrelaxed_rank_3_model_5,1.33,0.93461,0.338
id_95_unrelaxed_rank_3_model_2,1.15,0.9462,0.389
id_66_unrelaxed_rank_1_model_2,1.57,0.84481,0.246
id_17_unrelaxed_rank_1_model_3,1.3,0.91999,0.397
id_58_unrelaxed_rank_5_model_5,1.07,0.95589,0.452
id_32_unrelaxed_rank_5_model_3,1.26,0.93081,0.342
id_9_unrelaxed_rank_2_model_4,1.63,0.90579,0.299
id_21_unrelaxed_rank_3_model_5,1.55,0.91118,0.322
id_5_unrelaxed_rank_3_model_3,1.01,0.95654,0.433
id_54_unrelaxed_rank_3_model_5,1.29,0.93729,0.396
id_72_unrelaxed_rank_1_model_2,1.58,0.91877,0.311
id_17_unrelaxed_rank_5_model_4,1.12,0.94299,0.392
id_44_unrelaxed_rank_2_model_1,1.39,0.93376,0.352
id_57_unrelaxed_rank_3_model_1,3.09,0.75722,0.16
id_25_unrelaxed_rank_2_model_2,1.24,0.94468,0.469
id_73_unrelaxed_rank_3_model_1,1.93,0.91169,0.421
id_75_unrelaxed_rank_4_model_4,1.14,0.94191,0.423
id_56_unrelaxed_rank_4_model_2,0.99,0.96027,0.36
id_11_unrelaxed_rank_5_model_5,1.06,0.95446,0.413
id_85_unrelaxed_rank_3_model_4,0.94,0.95893,0.45
id_41_unrelaxed_rank_4_model_4,1.31,0.92512,0.295
id_35_unrelaxed_rank_1_model_1,1.96,0.88541,0.27
id_29_unrelaxed_rank_5_model_2,1.17,0.93929,0.338
id_86_unrelaxed_rank_3_model_1,1.5,0.89593,0.306
id_76_unrelaxed_rank_4_model_3,1.47,0.91676,0.426
id_81_unrelaxed_rank_4_model_1,1.46,0.92231,0.405
id_25_unrelaxed_rank_3_model_3,1.28,0.939,0.469
id_80_unrelaxed_rank_1_model_5,1.62,0.90977,0.284
id_28_unrelaxed_rank_1_model_5,1.96,0.89017,0.282
id_36_unrelaxed_rank_1_model_4,1.34,0.91351,0.322
id_53_unrelaxed_rank_3_model_4,1.04,0.95328,0.403
id_92_unrelaxed_rank_3_model_3,1.56,0.91845,0.34
id_71_unrelaxed_rank_3_model_4,0.82,0.9673,0.52
id_73_unrelaxed_rank_4_model_2,2.04,0.91003,0.428
id_31_unrelaxed_rank_5_model_3,1.22,0.93577,0.426
id_41_unrelaxed_rank_3_model_1,1.29,0.92754,0.295
id_85_unrelaxed_rank_5_model_3,1.08,0.95993,0.453
id_64_unrelaxed_rank_2_model_1,1.25,0.9386,0.362
id_7_unrelaxed_rank_4_model_2,1.32,0.93489,0.293
id_79_unrelaxed_rank_5_model_3,1.52,0.917,0.392
id_82_unrelaxed_rank_3_model_1,1.48,0.93125,0.309
id_84_unrelaxed_rank_1_model_2,1.79,0.90152,0.336
id_19_unrelaxed_rank_4_model_1,1.2,0.95521,0.443
id_68_unrelaxed_rank_3_model_4,1.52,0.92061,0.349
id_0_unrelaxed_rank_4_model_5,1.19,0.92982,0.308
id_73_unrelaxed_rank_2_model_3,2.04,0.90391,0.428
id_76_unrelaxed_rank_5_model_5,1.54,0.91784,0.43
id_92_unrelaxed_rank_5_model_5,1.55,0.90941,0.349
id_20_unrelaxed_rank_1_model_5,1.01,0.95333,0.396
id_31_unrelaxed_rank_2_model_1,1.14,0.94316,0.426
id_65_unrelaxed_rank_1_model_5,1.37,0.93002,0.311
id_57_unrelaxed_rank_1_model_4,2.57,0.73995,0.194
id_83_unrelaxed_rank_1_model_2,1.48,0.92525,0.297
id_63_unrelaxed_rank_1_model_2,1.29,0.93873,0.351
id_39_unrelaxed_rank_1_model_5,1.28,0.93704,0.36
id_64_unrelaxed_rank_1_model_2,1.15,0.94482,0.362
id_35_unrelaxed_rank_2_model_2,1.75,0.88801,0.27
id_40_unrelaxed_rank_3_model_5,0.98,0.95382,0.372
id_51_unrelaxed_rank_4_model_2,1.03,0.94994,0.412
id_74_unrelaxed_rank_3_model_2,1.31,0.93716,0.336
id_34_unrelaxed_rank_1_model_2,2.3,0.83788,0.231
id_57_unrelaxed_rank_2_model_2,2.78,0.7893,0.158
id_54_unrelaxed_rank_1_model_1,1.31,0.94396,0.393
id_4_unrelaxed_rank_4_model_1,1.17,0.93935,0.416
id_19_unrelaxed_rank_2_model_4,1.1,0.95768,0.436
id_44_unrelaxed_rank_4_model_5,1.66,0.9201,0.352
id_66_unrelaxed_rank_2_model_1,1.47,0.8613,0.23
id_40_unrelaxed_rank_4_model_3,1.08,0.94491,0.372
id_44_unrelaxed_rank_1_model_2,1.61,0.92587,0.352
id_59_unrelaxed_rank_1_model_4,1.39,0.92855,0.405
id_8_unrelaxed_rank_3_model_5,3.54,0.62733,0.156
id_40_unrelaxed_rank_5_model_2,1.04,0.9488,0.372
id_18_unrelaxed_rank_1_model_2,3.16,0.71884,0.203
id_65_unrelaxed_rank_2_model_3,1.34,0.91895,0.308
id_69_unrelaxed_rank_3_model_3,2.21,0.85278,0.261
id_8_unrelaxed_rank_4_model_3,3.83,0.50023,0.165
id_49_unrelaxed_rank_5_model_5,1.92,0.88452,0.382
id_13_unrelaxed_rank_2_model_2,1.16,0.94664,0.358
id_62_unrelaxed_rank_2_model_2,1.43,0.91744,0.412
id_25_unrelaxed_rank_4_model_5,1.14,0.94273,0.473
id_52_unrelaxed_rank_1_model_1,1.33,0.93198,0.329
id_52_unrelaxed_rank_3_model_4,1.25,0.93597,0.322
id_15_unrelaxed_rank_1_model_4,1.56,0.9115,0.322
id_72_unrelaxed_rank_3_model_1,1.64,0.91318,0.311
id_55_unrelaxed_rank_2_model_5,1.35,0.92314,0.314
id_97_unrelaxed_rank_4_model_1,1.39,0.92808,0.403
id_90_unrelaxed_rank_1_model_2,1.22,0.94711,0.436
id_22_unrelaxed_rank_5_model_2,1.29,0.9384,0.468
id_7_unrelaxed_rank_5_model_3,1.19,0.94556,0.293
id_69_unrelaxed_rank_2_model_1,1.89,0.89262,0.257
id_91_unrelaxed_rank_1_model_5,0.94,0.9629,0.373
id_30_unrelaxed_rank_1_model_1,1.46,0.92842,0.426
id_13_unrelaxed_rank_3_model_4,1.02,0.95142,0.361
id_55_unrelaxed_rank_3_model_4,1.43,0.91533,0.314
id_84_unrelaxed_rank_5_model_3,1.96,0.8847,0.35
id_53_unrelaxed_rank_4_model_3,1.09,0.9483,0.403
id_81_unrelaxed_rank_1_model_4,1.43,0.92436,0.405
id_36_unrelaxed_rank_4_model_1,1.37,0.91179,0.315
id_79_unrelaxed_rank_2_model_1,1.46,0.92356,0.392
id_15_unrelaxed_rank_3_model_1,1.68,0.88774,0.313
id_12_unrelaxed_rank_5_model_3,1.41,0.92555,0.349
id_99_unrelaxed_rank_5_model_3,1.21,0.9456,0.327
id_27_unrelaxed_rank_3_model_2,1.05,0.96017,0.407
id_72_unrelaxed_rank_2_model_4,1.81,0.89749,0.311
id_75_unrelaxed_rank_5_model_3,1.21,0.937,0.423
id_15_unrelaxed_rank_5_model_5,1.75,0.88904,0.322
id_4_unrelaxed_rank_3_model_5,1.21,0.93633,0.416
id_44_unrelaxed_rank_3_model_4,1.67,0.91418,0.345
id_71_unrelaxed_rank_5_model_3,0.89,0.96564,0.52
id_51_unrelaxed_rank_1_model_5,1.17,0.94873,0.403
id_18_unrelaxed_rank_2_model_1,2.6,0.74934,0.193
id_61_unrelaxed_rank_1_model_1,1.04,0.94977,0.396
id_15_unrelaxed_rank_2_model_2,1.75,0.90054,0.302
id_55_unrelaxed_rank_5_model_3,1.41,0.91644,0.314
id_51_unrelaxed_rank_3_model_4,1.05,0.94782,0.412
id_68_unrelaxed_rank_2_model_2,1.58,0.91762,0.349
id_16_unrelaxed_rank_4_model_5,1.16,0.94634,0.36
id_30_unrelaxed_rank_4_model_3,1.42,0.91644,0.436
id_4_unrelaxed_rank_5_model_4,1.35,0.92253,0.409
id_8_unrelaxed_rank_5_model_2,3.57,0.59547,0.158
id_16_unrelaxed_rank_5_model_3,1.26,0.93624,0.36
id_38_unrelaxed_rank_1_model_1,2.06,0.85496,0.297
id_37_unrelaxed_rank_3_model_1,1.06,0.95586,0.413
id_29_unrelaxed_rank_4_model_4,1.17,0.9386,0.338
id_32_unrelaxed_rank_3_model_2,1.47,0.92186,0.329
id_77_unrelaxed_rank_2_model_1,1.49,0.91143,0.37
id_30_unrelaxed_rank_3_model_4,1.58,0.91437,0.433
id_61_unrelaxed_rank_3_model_4,1.04,0.95562,0.4
id_26_unrelaxed_rank_5_model_3,1.13,0.94209,0.361
id_60_unrelaxed_rank_1_model_4,1.17,0.94535,0.383
id_18_unrelaxed_rank_4_model_5,3.4,0.65878,0.197
id_28_unrelaxed_rank_4_model_2,1.71,0.88839,0.32
id_3_unrelaxed_rank_1_model_1,1.0,0.90892,0.406
id_70_unrelaxed_rank_2_model_1,1.54,0.90414,0.299
id_8_unrelaxed_rank_2_model_4,3.18,0.6675,0.154
id_81_unrelaxed_rank_3_model_2,1.47,0.9111,0.401
id_17_unrelaxed_rank_3_model_2,1.24,0.92689,0.39
id_96_unrelaxed_rank_4_model_4,1.09,0.95431,0.453
id_88_unrelaxed_rank_3_model_4,1.27,0.94308,0.486
id_56_unrelaxed_rank_3_model_5,1.04,0.95701,0.36
id_74_unrelaxed_rank_5_model_3,1.59,0.90556,0.31
id_48_unrelaxed_rank_5_model_3,1.11,0.95251,0.367
id_27_unrelaxed_rank_4_model_3,1.03,0.96026,0.407
id_37_unrelaxed_rank_5_model_3,1.07,0.95434,0.413
id_15_unrelaxed_rank_4_model_3,1.89,0.87849,0.293
id_99_unrelaxed_rank_2_model_5,1.22,0.9452,0.327
id_43_unrelaxed_rank_1_model_1,3.04,0.7308,0.108
id_99_unrelaxed_rank_1_model_1,1.18,0.9471,0.327
id_2_unrelaxed_rank_3_model_2,2.22,0.82524,0.41
id_66_unrelaxed_rank_3_model_5,1.67,0.83551,0.232
id_12_unrelaxed_rank_4_model_1,1.17,0.94087,0.349
id_83_unrelaxed_rank_4_model_1,1.38,0.92613,0.32
id_6_unrelaxed_rank_3_model_5,1.26,0.9508,0.453
id_26_unrelaxed_rank_4_model_5,1.01,0.95255,0.361
id_93_unrelaxed_rank_2_model_5,2.35,0.82152,0.255
id_42_unrelaxed_rank_2_model_4,1.19,0.9453,0.333
id_68_unrelaxed_rank_1_model_5,1.39,0.92782,0.349
id_39_unrelaxed_rank_4_model_4,1.32,0.93255,0.36
id_74_unrelaxed_rank_4_model_1,1.36,0.93357,0.342
id_19_unrelaxed_rank_3_model_3,1.07,0.95876,0.436
id_46_unrelaxed_rank_4_model_3,1.4,0.90883,0.313
id_19_unrelaxed_rank_1_model_2,1.07,0.96095,0.436
id_23_unrelaxed_rank_3_model_1,1.04,0.95825,0.347
id_22_unrelaxed_rank_3_model_1,1.25,0.94135,0.461
id_23_unrelaxed_rank_2_model_2,1.1,0.95407,0.347
id_93_unrelaxed_rank_1_model_4,2.34,0.82391,0.241
id_26_unrelaxed_rank_2_model_1,1.07,0.95587,0.358
id_20_unrelaxed_rank_3_model_2,1.0,0.9538,0.396
id_52_unrelaxed_rank_2_model_5,1.33,0.93075,0.329
id_38_unrelaxed_rank_5_model_5,2.94,0.7671,0.286
id_76_unrelaxed_rank_1_model_1,1.65,0.91721,0.423
id_37_unrelaxed_rank_4_model_5,1.07,0.95537,0.407
id_20_unrelaxed_rank_5_model_3,1.16,0.94168,0.396
id_87_unrelaxed_rank_5_model_2,1.33,0.93223,0.363
id_75_unrelaxed_rank_2_model_2,1.14,0.945,0.423
id_10_unrelaxed_rank_1_model_1,1.1,0.95229,0.318
id_59_unrelaxed_rank_4_model_5,1.4,0.9278,0.405
id_70_unrelaxed_rank_3_model_4,1.75,0.88266,0.299
id_62_unrelaxed_rank_4_model_3,1.52,0.90419,0.403
id_44_unrelaxed_rank_5_model_3,1.81,0.90262,0.345
id_2_unrelaxed_rank_2_model_3,2.14,0.86242,0.389
id_62_unrelaxed_rank_1_model_4,1.33,0.92432,0.412
id_64_unrelaxed_rank_4_model_4,1.35,0.92734,0.362
id_47_unrelaxed_rank_3_model_3,1.21,0.93849,0.377
id_81_unrelaxed_rank_5_model_3,1.59,0.89911,0.388
id_34_unrelaxed_rank_2_model_1,2.21,0.86657,0.236
id_78_unrelaxed_rank_2_model_2,1.24,0.93851,0.331
id_78_unrelaxed_rank_5_model_5,1.22,0.94256,0.331
id_1_unrelaxed_rank_3_model_1,1.39,0.937,0.413
id_58_unrelaxed_rank_4_model_3,1.12,0.95314,0.452
id_14_unrelaxed_rank_5_model_3,1.34,0.93278,0.313
id_7_unrelaxed_rank_2_model_1,1.24,0.9424,0.293
id_17_unrelaxed_rank_4_model_5,1.06,0.94687,0.392
id_60_unrelaxed_rank_5_model_3,1.2,0.94412,0.383
id_24_unrelaxed_rank_4_model_3,1.1,0.94432,0.395
id_50_unrelaxed_rank_4_model_4,1.25,0.94142,0.338
id_3_unrelaxed_rank_4_model_3,1.37,0.83352,0.406
id_11_unrelaxed_rank_4_model_4,1.14,0.94973,0.413
id_11_unrelaxed_rank_1_model_2,1.15,0.94884,0.413
id_50_unrelaxed_rank_1_model_3,1.16,0.93936,0.347
id_1_unrelaxed_rank_1_model_5,1.11,0.95118,0.413
id_70_unrelaxed_rank_5_model_3,1.86,0.8883,0.295
id_63_unrelaxed_rank_3_model_3,1.26,0.93829,0.351
id_20_unrelaxed_rank_4_model_4,1.13,0.95253,0.387
id_77_unrelaxed_rank_5_model_4,1.5,0.90942,0.372
id_16_unrelaxed_rank_3_model_1,1.11,0.9505,0.36
id_61_unrelaxed_rank_4_model_5,1.13,0.95292,0.4
id_84_unrelaxed_rank_4_model_4,1.96,0.8869,0.333
id_49_unrelaxed_rank_2_model_3,1.9,0.88857,0.382
id_69_unrelaxed_rank_4_model_2,1.92,0.89375,0.257
id_65_unrelaxed_rank_4_model_2,1.61,0.92219,0.311
id_94_unrelaxed_rank_3_model_1,1.16,0.94992,0.384
id_35_unrelaxed_rank_5_model_5,1.55,0.90729,0.268
id_52_unrelaxed_rank_5_model_2,1.32,0.93138,0.329
id_24_unrelaxed_rank_5_model_2,1.06,0.94819,0.395
id_82_unrelaxed_rank_1_model_5,1.56,0.92366,0.309
id_0_unrelaxed_rank_2_model_1,1.24,0.93376,0.306
id_65_unrelaxed_rank_3_model_4,1.6,0.92084,0.311
id_43_unrelaxed_rank_5_model_5,3.35,0.55668,0.079
id_10_unrelaxed_rank_5_model_5,1.31,0.94191,0.318
id_57_unrelaxed_rank_5_model_5,2.53,0.76178,0.181
id_59_unrelaxed_rank_3_model_1,1.4,0.92598,0.405
id_54_unrelaxed_rank_5_model_3,1.37,0.93812,0.393
id_88_unrelaxed_rank_4_model_3,1.12,0.94865,0.486
id_62_unrelaxed_rank_3_model_1,1.36,0.92047,0.395
id_83_unrelaxed_rank_5_model_5,1.55,0.91759,0.318
id_85_unrelaxed_rank_4_model_5,0.89,0.9618,0.45
id_22_unrelaxed_rank_1_model_4,1.24,0.94085,0.468
id_62_unrelaxed_rank_5_model_5,1.56,0.90272,0.412
id_6_unrelaxed_rank_5_model_4,1.31,0.94829,0.453
id_27_unrelaxed_rank_2_model_5,1.02,0.9606,0.407
id_71_unrelaxed_rank_4_model_2,0.81,0.96933,0.52
id_27_unrelaxed_rank_1_model_1,1.02,0.96231,0.407
id_40_unrelaxed_rank_1_model_4,1.04,0.94784,0.372
id_33_unrelaxed_rank_3_model_4,1.1,0.94979,0.372
id_64_unrelaxed_rank_3_model_5,1.26,0.93358,0.362
id_68_unrelaxed_rank_5_model_1,1.31,0.92718,0.351
id_96_unrelaxed_rank_1_model_1,1.35,0.94955,0.453
id_48_unrelaxed_rank_3_model_1,1.05,0.95764,0.367
id_98_unrelaxed_rank_2_model_5,1.62,0.90989,0.333
id_32_unrelaxed_rank_4_model_1,1.34,0.93488,0.34
id_78_unrelaxed_rank_3_model_4,1.24,0.93848,0.331
id_46_unrelaxed_rank_2_model_1,1.24,0.92173,0.313
id_17_unrelaxed_rank_2_model_1,1.27,0.92536,0.397
id_63_unrelaxed_rank_2_model_1,1.34,0.93391,0.351
id_46_unrelaxed_rank_5_model_4,1.38,0.91879,0.311
id_93_unrelaxed_rank_4_model_3,2.93,0.75036,0.227
id_30_unrelaxed_rank_2_model_2,1.42,0.92587,0.44
id_42_unrelaxed_rank_3_model_3,1.21,0.94339,0.327
id_45_unrelaxed_rank_1_model_3,1.57,0.9137,0.331
id_98_unrelaxed_rank_5_model_2,1.51,0.92203,0.327
id_28_unrelaxed_rank_3_model_4,1.69,0.8961,0.277
id_19_unrelaxed_rank_5_model_5,1.07,0.95959,0.436
id_52_unrelaxed_rank_4_model_3,1.29,0.93076,0.322
id_91_unrelaxed_rank_5_model_2,0.91,0.96507,0.373
id_8_unrelaxed_rank_1_model_1,3.33,0.60457,0.132
id_75_unrelaxed_rank_1_model_1,1.09,0.94586,0.423
id_93_unrelaxed_rank_3_model_1,2.02,0.82546,0.246
id_39_unrelaxed_rank_5_model_3,1.24,0.94034,0.36
id_21_unrelaxed_rank_2_model_2,1.31,0.92955,0.315
id_68_unrelaxed_rank_4_model_3,1.62,0.91339,0.349
id_60_unrelaxed_rank_2_model_1,1.13,0.9489,0.383
id_78_unrelaxed_rank_4_model_3,1.22,0.93958,0.331
id_58_unrelaxed_rank_3_model_4,1.13,0.95229,0.452
id_36_unrelaxed_rank_2_model_3,1.43,0.89869,0.331
id_21_unrelaxed_rank_1_model_1,1.4,0.9249,0.315
id_42_unrelaxed_rank_1_model_5,1.2,0.94586,0.327
id_70_unrelaxed_rank_4_model_2,1.45,0.90189,0.308
id_95_unrelaxed_rank_5_model_3,1.08,0.94825,0.396
id_45_unrelaxed_rank_3_model_1,1.57,0.91758,0.322
id_47_unrelaxed_rank_5_model_4,1.18,0.93845,0.377
id_90_unrelaxed_rank_3_model_5,1.21,0.94605,0.436
id_41_unrelaxed_rank_5_model_3,1.34,0.92228,0.295
id_87_unrelaxed_rank_3_model_4,1.37,0.93133,0.361
id_14_unrelaxed_rank_4_model_2,1.18,0.94629,0.313
id_65_unrelaxed_rank_5_model_1,1.57,0.92653,0.311
id_96_unrelaxed_rank_3_model_5,1.11,0.95199,0.453
id_73_unrelaxed_rank_5_model_5,2.14,0.89311,0.427
id_2_unrelaxed_rank_1_model_1,1.99,0.87312,0.389
id_92_unrelaxed_rank_1_model_1,1.59,0.92142,0.345
id_41_unrelaxed_rank_2_model_2,1.3,0.92712,0.295
id_57_unrelaxed_rank_4_model_3,2.43,0.82279,0.174
id_29_unrelaxed_rank_1_model_5,1.16,0.93923,0.338
id_67_unrelaxed_rank_5_model_5,1.32,0.92959,0.354
id_14_unrelaxed_rank_2_model_5,1.2,0.94303,0.313
id_29_unrelaxed_rank_3_model_3,1.24,0.93346,0.338
id_30_unrelaxed_rank_5_model_5,1.5,0.92584,0.433
id_1_unrelaxed_rank_5_model_4,1.11,0.95129,0.413
id_61_unrelaxed_rank_2_model_2,1.17,0.94983,0.4
id_25_unrelaxed_rank_5_model_1,1.35,0.94077,0.469
id_72_unrelaxed_rank_5_model_5,1.67,0.90787,0.311
id_84_unrelaxed_rank_2_model_1,1.74,0.90293,0.343
id_35_unrelaxed_rank_3_model_4,1.44,0.91023,0.27
id_94_unrelaxed_rank_4_model_3,1.2,0.94274,0.384
id_87_unrelaxed_rank_4_model_3,1.48,0.92032,0.361
id_89_unrelaxed_rank_3_model_5,1.09,0.94551,0.327
id_16_unrelaxed_rank_1_model_2,1.2,0.94253,0.36
