name,RMSD,TMscore,ID
id_76_unrelaxed_rank_5_model_2,1.81,0.80944,0.225
id_83_unrelaxed_rank_3_model_1,3.95,0.48168,0.09
id_38_unrelaxed_rank_4_model_2,2.22,0.70366,0.19
id_14_unrelaxed_rank_1_model_3,3.35,0.42837,0.185
id_97_unrelaxed_rank_1_model_3,2.32,0.74878,0.239
id_3_unrelaxed_rank_4_model_1,1.29,0.88746,0.218
id_37_unrelaxed_rank_5_model_5,1.38,0.85113,0.276
id_0_unrelaxed_rank_1_model_5,2.06,0.76613,0.205
id_68_unrelaxed_rank_2_model_3,1.16,0.8897,0.33
id_83_unrelaxed_rank_2_model_4,3.57,0.4893,0.095
id_53_unrelaxed_rank_5_model_2,2.21,0.87577,0.289
id_51_unrelaxed_rank_4_model_3,1.15,0.91598,0.278
id_86_unrelaxed_rank_4_model_5,4.16,0.46462,0.116
id_65_unrelaxed_rank_1_model_1,1.98,0.80605,0.193
id_44_unrelaxed_rank_4_model_3,1.9,0.82858,0.25
id_50_unrelaxed_rank_5_model_1,2.69,0.5546,0.072
id_61_unrelaxed_rank_3_model_5,3.23,0.47206,0.175
id_18_unrelaxed_rank_3_model_4,1.75,0.79123,0.198
id_41_unrelaxed_rank_2_model_3,1.82,0.77878,0.195
id_68_unrelaxed_rank_4_model_1,0.92,0.91928,0.33
id_87_unrelaxed_rank_3_model_5,2.06,0.76359,0.171
id_54_unrelaxed_rank_5_model_2,2.04,0.77155,0.209
id_99_unrelaxed_rank_2_model_4,1.09,0.90284,0.258
id_94_unrelaxed_rank_4_model_1,1.78,0.41033,0.075
id_59_unrelaxed_rank_1_model_3,4.15,0.36004,0.053
id_58_unrelaxed_rank_2_model_2,2.87,0.69989,0.264
id_30_unrelaxed_rank_3_model_1,0.88,0.8975,0.272
id_89_unrelaxed_rank_4_model_2,2.05,0.78395,0.25
id_95_unrelaxed_rank_3_model_4,3.55,0.40965,0.135
id_22_unrelaxed_rank_2_model_4,1.84,0.79854,0.213
id_55_unrelaxed_rank_5_model_2,3.86,0.54073,0.148
id_27_unrelaxed_rank_3_model_5,1.55,0.87982,0.186
id_22_unrelaxed_rank_3_model_3,1.89,0.78913,0.213
id_15_unrelaxed_rank_5_model_2,2.41,0.73847,0.18
id_41_unrelaxed_rank_4_model_5,2.09,0.75513,0.195
id_45_unrelaxed_rank_1_model_1,1.61,0.81114,0.299
id_23_unrelaxed_rank_1_model_3,2.22,0.80238,0.253
id_4_unrelaxed_rank_2_model_5,3.52,0.43795,0.182
id_39_unrelaxed_rank_4_model_5,1.08,0.89846,0.27
id_85_unrelaxed_rank_3_model_1,3.74,0.46226,0.107
id_2_unrelaxed_rank_3_model_4,2.08,0.77378,0.207
id_92_unrelaxed_rank_3_model_4,1.48,0.83311,0.212
id_33_unrelaxed_rank_1_model_3,3.57,0.48771,0.152
id_57_unrelaxed_rank_4_model_1,3.54,0.40633,0.074
id_13_unrelaxed_rank_2_model_3,3.13,0.38755,0.061
id_77_unrelaxed_rank_4_model_1,1.0,0.88146,0.382
id_34_unrelaxed_rank_1_model_4,1.09,0.89251,0.281
id_86_unrelaxed_rank_1_model_2,1.72,0.41517,0.1
id_78_unrelaxed_rank_1_model_3,4.2,0.40182,0.115
id_33_unrelaxed_rank_5_model_1,3.38,0.51304,0.118
id_85_unrelaxed_rank_1_model_3,3.59,0.48522,0.143
id_69_unrelaxed_rank_3_model_1,1.19,0.8818,0.267
id_99_unrelaxed_rank_5_model_2,1.11,0.90052,0.258
id_70_unrelaxed_rank_1_model_3,3.79,0.39863,0.129
id_66_unrelaxed_rank_3_model_3,1.81,0.87908,0.264
id_14_unrelaxed_rank_3_model_4,3.45,0.45871,0.111
id_31_unrelaxed_rank_4_model_4,1.95,0.36371,0.077
id_26_unrelaxed_rank_4_model_1,3.94,0.37222,0.111
id_67_unrelaxed_rank_5_model_2,1.51,0.84158,0.188
id_28_unrelaxed_rank_3_model_3,3.69,0.31829,0.047
id_39_unrelaxed_rank_5_model_2,1.19,0.88281,0.27
id_93_unrelaxed_rank_2_model_3,3.8,0.40948,0.167
id_12_unrelaxed_rank_5_model_2,2.28,0.73159,0.226
id_3_unrelaxed_rank_1_model_5,1.34,0.88132,0.227
id_16_unrelaxed_rank_1_model_3,3.18,0.47409,0.271
id_42_unrelaxed_rank_2_model_1,2.38,0.41382,0.133
id_10_unrelaxed_rank_3_model_1,1.65,0.85395,0.319
id_31_unrelaxed_rank_2_model_3,3.47,0.38685,0.038
id_67_unrelaxed_rank_3_model_1,1.49,0.85554,0.186
id_8_unrelaxed_rank_4_model_2,2.87,0.68138,0.218
id_10_unrelaxed_rank_5_model_2,1.32,0.89499,0.319
id_58_unrelaxed_rank_3_model_1,3.53,0.63209,0.189
id_28_unrelaxed_rank_1_model_1,1.44,0.40534,0.026
id_2_unrelaxed_rank_4_model_1,2.16,0.76519,0.207
id_40_unrelaxed_rank_1_model_1,1.38,0.87864,0.222
id_52_unrelaxed_rank_3_model_2,2.35,0.53291,0.129
id_83_unrelaxed_rank_5_model_2,4.2,0.44168,0.104
id_28_unrelaxed_rank_5_model_4,4.45,0.37659,0.094
id_74_unrelaxed_rank_1_model_1,1.63,0.82561,0.209
id_44_unrelaxed_rank_1_model_1,1.82,0.85005,0.25
id_5_unrelaxed_rank_4_model_1,4.2,0.3571,0.055
id_12_unrelaxed_rank_3_model_4,1.9,0.75055,0.226
id_98_unrelaxed_rank_5_model_1,2.88,0.56593,0.132
id_78_unrelaxed_rank_5_model_2,4.03,0.42354,0.098
id_74_unrelaxed_rank_4_model_2,1.79,0.81055,0.209
id_1_unrelaxed_rank_4_model_4,1.05,0.88666,0.189
id_80_unrelaxed_rank_4_model_1,3.55,0.34241,0.087
id_56_unrelaxed_rank_4_model_5,1.82,0.81987,0.213
id_17_unrelaxed_rank_3_model_4,2.73,0.44846,0.055
id_4_unrelaxed_rank_1_model_3,3.56,0.45471,0.158
id_2_unrelaxed_rank_2_model_5,2.09,0.80362,0.231
id_95_unrelaxed_rank_2_model_2,3.34,0.41995,0.115
id_81_unrelaxed_rank_4_model_1,2.1,0.7921,0.193
id_25_unrelaxed_rank_3_model_3,1.35,0.8452,0.301
id_52_unrelaxed_rank_5_model_3,3.67,0.38231,0.212
id_99_unrelaxed_rank_4_model_5,1.14,0.89736,0.258
id_76_unrelaxed_rank_3_model_3,1.73,0.81321,0.225
id_41_unrelaxed_rank_1_model_1,2.08,0.75053,0.207
id_80_unrelaxed_rank_1_model_5,4.4,0.40667,0.059
id_39_unrelaxed_rank_3_model_3,1.07,0.89979,0.27
id_81_unrelaxed_rank_5_model_5,2.29,0.76498,0.205
id_70_unrelaxed_rank_2_model_4,3.73,0.4543,0.106
id_16_unrelaxed_rank_5_model_2,3.29,0.446,0.298
id_63_unrelaxed_rank_1_model_3,1.67,0.82481,0.261
id_54_unrelaxed_rank_4_model_5,1.55,0.84146,0.209
id_29_unrelaxed_rank_5_model_1,3.79,0.40523,0.034
id_50_unrelaxed_rank_3_model_2,3.23,0.54756,0.1
id_69_unrelaxed_rank_2_model_3,1.25,0.86189,0.258
id_63_unrelaxed_rank_2_model_4,1.73,0.83089,0.247
id_27_unrelaxed_rank_1_model_4,1.4,0.89152,0.174
id_97_unrelaxed_rank_5_model_2,3.03,0.61544,0.247
id_19_unrelaxed_rank_4_model_1,1.38,0.86812,0.193
id_68_unrelaxed_rank_3_model_4,0.88,0.92213,0.33
id_21_unrelaxed_rank_4_model_3,3.14,0.44101,0.088
id_45_unrelaxed_rank_3_model_5,1.63,0.81112,0.299
id_94_unrelaxed_rank_3_model_5,1.79,0.42044,0.15
id_79_unrelaxed_rank_5_model_2,2.06,0.75339,0.161
id_16_unrelaxed_rank_4_model_1,2.73,0.52959,0.273
id_34_unrelaxed_rank_5_model_2,1.08,0.89425,0.281
id_20_unrelaxed_rank_5_model_2,1.88,0.81757,0.253
id_20_unrelaxed_rank_1_model_5,1.8,0.8266,0.253
id_19_unrelaxed_rank_3_model_5,1.07,0.87831,0.193
id_40_unrelaxed_rank_4_model_2,1.68,0.83973,0.222
id_32_unrelaxed_rank_5_model_2,4.27,0.45914,0.135
id_19_unrelaxed_rank_2_model_3,1.44,0.85664,0.193
id_18_unrelaxed_rank_5_model_2,1.84,0.79469,0.209
id_77_unrelaxed_rank_2_model_5,1.01,0.88012,0.382
id_29_unrelaxed_rank_4_model_2,3.56,0.39387,0.034
id_70_unrelaxed_rank_5_model_2,4.29,0.31303,0.02
id_83_unrelaxed_rank_4_model_5,3.62,0.46989,0.113
id_3_unrelaxed_rank_5_model_2,1.53,0.85958,0.227
id_50_unrelaxed_rank_2_model_3,2.36,0.67908,0.15
id_20_unrelaxed_rank_2_model_3,1.72,0.83454,0.253
id_7_unrelaxed_rank_5_model_2,1.34,0.87196,0.187
id_1_unrelaxed_rank_5_model_2,1.28,0.86625,0.189
id_4_unrelaxed_rank_4_model_1,3.48,0.43174,0.111
id_60_unrelaxed_rank_3_model_1,3.76,0.42952,0.1
id_80_unrelaxed_rank_5_model_2,3.54,0.30344,0.085
id_73_unrelaxed_rank_1_model_3,1.35,0.46798,0.1
id_66_unrelaxed_rank_2_model_1,1.83,0.87819,0.261
id_73_unrelaxed_rank_3_model_4,1.49,0.46132,0.075
id_73_unrelaxed_rank_4_model_5,1.47,0.46509,0.1
id_5_unrelaxed_rank_2_model_5,3.37,0.35907,0.094
id_60_unrelaxed_rank_2_model_3,2.89,0.42251,0.035
id_8_unrelaxed_rank_3_model_5,2.48,0.76901,0.213
id_58_unrelaxed_rank_4_model_5,3.49,0.52486,0.185
id_93_unrelaxed_rank_4_model_1,4.13,0.48207,0.157
id_64_unrelaxed_rank_5_model_2,1.69,0.83414,0.239
id_1_unrelaxed_rank_2_model_5,1.28,0.85954,0.178
id_49_unrelaxed_rank_2_model_5,3.67,0.38141,0.176
id_9_unrelaxed_rank_5_model_2,1.4,0.84607,0.278
id_15_unrelaxed_rank_1_model_4,2.39,0.721,0.207
id_72_unrelaxed_rank_3_model_1,1.84,0.82685,0.193
id_82_unrelaxed_rank_2_model_1,2.22,0.72201,0.209
id_22_unrelaxed_rank_5_model_2,1.9,0.78478,0.213
id_46_unrelaxed_rank_2_model_4,1.7,0.84019,0.352
id_47_unrelaxed_rank_4_model_2,1.81,0.81059,0.213
id_13_unrelaxed_rank_3_model_4,3.84,0.39195,0.125
id_63_unrelaxed_rank_3_model_5,1.67,0.82711,0.261
id_9_unrelaxed_rank_4_model_1,1.37,0.85009,0.278
id_68_unrelaxed_rank_5_model_2,1.03,0.90551,0.33
id_54_unrelaxed_rank_2_model_3,1.43,0.8465,0.209
id_49_unrelaxed_rank_4_model_2,2.96,0.30735,0.098
id_26_unrelaxed_rank_1_model_4,3.98,0.44846,0.079
id_64_unrelaxed_rank_1_model_4,1.96,0.83175,0.247
id_15_unrelaxed_rank_3_model_1,2.34,0.73631,0.207
id_35_unrelaxed_rank_1_model_3,3.13,0.46699,0.098
id_43_unrelaxed_rank_4_model_5,1.52,0.83699,0.315
id_67_unrelaxed_rank_1_model_3,1.56,0.83478,0.188
id_30_unrelaxed_rank_2_model_3,1.02,0.88359,0.272
id_97_unrelaxed_rank_4_model_5,2.47,0.7043,0.247
id_55_unrelaxed_rank_3_model_5,1.23,0.39519,0.103
id_5_unrelaxed_rank_5_model_2,3.69,0.36032,0.173
id_5_unrelaxed_rank_1_model_3,3.56,0.40264,0.167
id_52_unrelaxed_rank_1_model_4,3.12,0.5087,0.125
id_35_unrelaxed_rank_2_model_4,3.59,0.44736,0.062
id_54_unrelaxed_rank_3_model_1,1.44,0.85459,0.209
id_51_unrelaxed_rank_1_model_5,1.08,0.92311,0.278
id_36_unrelaxed_rank_5_model_4,3.84,0.35845,0.14
id_89_unrelaxed_rank_5_model_5,2.09,0.79634,0.258
id_59_unrelaxed_rank_4_model_4,4.27,0.38797,0.136
id_64_unrelaxed_rank_4_model_1,1.65,0.85536,0.258
id_18_unrelaxed_rank_2_model_1,1.77,0.80638,0.221
id_38_unrelaxed_rank_1_model_5,2.22,0.65891,0.127
id_57_unrelaxed_rank_2_model_4,0.94,0.40541,0.103
id_35_unrelaxed_rank_4_model_1,3.2,0.43183,0.048
id_84_unrelaxed_rank_3_model_2,4.14,0.47018,0.064
id_17_unrelaxed_rank_1_model_1,3.62,0.40571,0.075
id_62_unrelaxed_rank_5_model_2,1.98,0.72746,0.308
id_36_unrelaxed_rank_1_model_3,3.1,0.47175,0.098
id_60_unrelaxed_rank_1_model_4,3.53,0.43238,0.136
id_18_unrelaxed_rank_4_model_5,1.86,0.79318,0.209
id_66_unrelaxed_rank_1_model_4,1.83,0.87288,0.261
id_17_unrelaxed_rank_2_model_5,3.88,0.34801,0.137
id_84_unrelaxed_rank_2_model_3,4.26,0.47395,0.086
id_80_unrelaxed_rank_3_model_4,3.55,0.32938,0.106
id_60_unrelaxed_rank_5_model_5,2.91,0.4289,0.113
id_27_unrelaxed_rank_4_model_3,1.49,0.88286,0.174
id_15_unrelaxed_rank_4_model_5,2.21,0.75058,0.207
id_9_unrelaxed_rank_1_model_4,1.26,0.86194,0.278
id_86_unrelaxed_rank_5_model_1,3.41,0.45285,0.18
id_12_unrelaxed_rank_2_model_1,1.76,0.80626,0.218
id_4_unrelaxed_rank_5_model_2,3.42,0.44041,0.167
id_94_unrelaxed_rank_5_model_3,2.74,0.48041,0.164
id_47_unrelaxed_rank_1_model_3,1.76,0.81101,0.213
id_43_unrelaxed_rank_1_model_1,1.71,0.82566,0.303
id_99_unrelaxed_rank_1_model_1,1.11,0.90025,0.258
id_57_unrelaxed_rank_3_model_3,3.43,0.4246,0.145
id_47_unrelaxed_rank_2_model_5,1.66,0.82604,0.213
id_61_unrelaxed_rank_1_model_3,3.09,0.46196,0.051
id_10_unrelaxed_rank_1_model_4,1.07,0.90506,0.319
id_72_unrelaxed_rank_1_model_4,1.82,0.83663,0.193
id_0_unrelaxed_rank_3_model_3,2.43,0.71739,0.153
id_44_unrelaxed_rank_5_model_5,2.06,0.81832,0.25
id_56_unrelaxed_rank_2_model_4,1.64,0.84485,0.213
id_68_unrelaxed_rank_1_model_5,0.94,0.9179,0.33
id_22_unrelaxed_rank_4_model_1,2.97,0.63821,0.202
id_43_unrelaxed_rank_3_model_3,2.08,0.77527,0.315
id_46_unrelaxed_rank_4_model_3,1.56,0.82681,0.367
id_6_unrelaxed_rank_5_model_2,2.01,0.77329,0.295
id_38_unrelaxed_rank_3_model_4,2.47,0.67476,0.181
id_23_unrelaxed_rank_3_model_1,1.52,0.85239,0.259
id_93_unrelaxed_rank_1_model_4,3.32,0.43851,0.175
id_0_unrelaxed_rank_4_model_4,2.23,0.73839,0.207
id_52_unrelaxed_rank_2_model_5,2.85,0.51811,0.125
id_20_unrelaxed_rank_3_model_4,1.7,0.83462,0.253
id_45_unrelaxed_rank_4_model_3,1.81,0.77947,0.299
id_50_unrelaxed_rank_1_model_4,2.87,0.52718,0.115
id_37_unrelaxed_rank_1_model_4,1.28,0.87615,0.273
id_66_unrelaxed_rank_4_model_2,1.35,0.87412,0.271
id_6_unrelaxed_rank_4_model_4,2.13,0.80654,0.308
id_87_unrelaxed_rank_5_model_2,2.12,0.80528,0.167
id_26_unrelaxed_rank_3_model_5,3.23,0.42754,0.036
id_92_unrelaxed_rank_4_model_1,1.54,0.81095,0.202
id_46_unrelaxed_rank_5_model_2,1.7,0.81187,0.367
id_86_unrelaxed_rank_3_model_3,3.9,0.4511,0.129
id_79_unrelaxed_rank_3_model_1,2.35,0.76993,0.169
id_74_unrelaxed_rank_5_model_5,1.72,0.81913,0.209
id_9_unrelaxed_rank_3_model_3,1.2,0.86628,0.278
id_49_unrelaxed_rank_5_model_1,4.55,0.31186,0.113
id_45_unrelaxed_rank_2_model_4,1.59,0.80809,0.299
id_53_unrelaxed_rank_2_model_5,1.84,0.89223,0.289
id_11_unrelaxed_rank_5_model_3,1.47,0.39689,0.075
id_88_unrelaxed_rank_4_model_2,1.44,0.37552,0.026
id_34_unrelaxed_rank_2_model_1,0.97,0.91174,0.278
id_77_unrelaxed_rank_5_model_2,1.02,0.87642,0.382
id_2_unrelaxed_rank_1_model_3,2.28,0.78347,0.231
id_79_unrelaxed_rank_4_model_5,2.25,0.76894,0.169
id_85_unrelaxed_rank_2_model_5,3.1,0.54792,0.12
id_11_unrelaxed_rank_3_model_1,3.12,0.39437,0.16
id_29_unrelaxed_rank_1_model_4,3.67,0.40253,0.034
id_48_unrelaxed_rank_4_model_2,1.38,0.83327,0.192
id_1_unrelaxed_rank_3_model_1,1.25,0.86814,0.189
id_25_unrelaxed_rank_4_model_1,1.24,0.84822,0.305
id_59_unrelaxed_rank_3_model_2,3.07,0.36816,0.022
id_17_unrelaxed_rank_4_model_2,3.42,0.40151,0.1
id_98_unrelaxed_rank_4_model_2,3.71,0.45603,0.1
id_88_unrelaxed_rank_3_model_3,3.5,0.47683,0.088
id_42_unrelaxed_rank_1_model_3,3.69,0.41813,0.153
id_53_unrelaxed_rank_4_model_4,1.59,0.88327,0.295
id_84_unrelaxed_rank_4_model_4,4.08,0.48726,0.103
id_90_unrelaxed_rank_4_model_1,4.16,0.45731,0.129
id_65_unrelaxed_rank_5_model_2,1.25,0.8761,0.202
id_19_unrelaxed_rank_5_model_2,1.68,0.83602,0.193
id_95_unrelaxed_rank_1_model_3,3.07,0.44473,0.158
id_97_unrelaxed_rank_3_model_4,2.66,0.70361,0.241
id_49_unrelaxed_rank_1_model_3,3.36,0.41276,0.091
id_70_unrelaxed_rank_3_model_5,3.9,0.3572,0.18
id_21_unrelaxed_rank_3_model_1,3.13,0.42861,0.07
id_35_unrelaxed_rank_5_model_5,1.77,0.36676,0.128
id_24_unrelaxed_rank_5_model_2,1.8,0.83939,0.191
id_41_unrelaxed_rank_3_model_4,1.69,0.80339,0.205
id_0_unrelaxed_rank_5_model_2,2.68,0.68458,0.159
id_31_unrelaxed_rank_5_model_1,4.02,0.35338,0.02
id_0_unrelaxed_rank_2_model_1,2.7,0.68101,0.212
id_87_unrelaxed_rank_2_model_3,1.96,0.77506,0.171
id_29_unrelaxed_rank_3_model_5,3.17,0.44723,0.053
id_44_unrelaxed_rank_2_model_4,1.73,0.854,0.25
id_44_unrelaxed_rank_3_model_2,2.27,0.80206,0.261
id_37_unrelaxed_rank_3_model_3,1.44,0.84499,0.276
id_87_unrelaxed_rank_4_model_1,2.08,0.78792,0.167
id_26_unrelaxed_rank_5_model_2,4.04,0.3855,0.068
id_33_unrelaxed_rank_3_model_4,3.15,0.44963,0.107
id_32_unrelaxed_rank_2_model_3,3.29,0.42687,0.113
id_61_unrelaxed_rank_5_model_1,3.14,0.45206,0.182
id_64_unrelaxed_rank_3_model_5,1.66,0.83535,0.264
id_46_unrelaxed_rank_1_model_1,1.77,0.83,0.352
id_34_unrelaxed_rank_4_model_3,1.07,0.89592,0.281
id_71_unrelaxed_rank_3_model_1,1.58,0.8172,0.256
id_96_unrelaxed_rank_1_model_1,1.68,0.80988,0.214
id_6_unrelaxed_rank_1_model_5,1.75,0.8252,0.308
id_32_unrelaxed_rank_4_model_1,3.27,0.43115,0.105
id_78_unrelaxed_rank_3_model_4,4.16,0.39629,0.082
id_79_unrelaxed_rank_1_model_4,2.25,0.77102,0.169
id_63_unrelaxed_rank_4_model_1,1.66,0.82762,0.261
id_98_unrelaxed_rank_1_model_3,2.87,0.42009,0.137
id_62_unrelaxed_rank_4_model_1,2.51,0.72487,0.309
id_5_unrelaxed_rank_3_model_4,3.85,0.37241,0.113
id_40_unrelaxed_rank_2_model_3,1.68,0.81416,0.216
id_32_unrelaxed_rank_1_model_5,3.74,0.42297,0.05
id_64_unrelaxed_rank_2_model_3,1.35,0.87451,0.27
id_89_unrelaxed_rank_1_model_3,2.02,0.80735,0.258
id_87_unrelaxed_rank_1_model_4,1.86,0.81815,0.169
id_56_unrelaxed_rank_3_model_3,1.77,0.82483,0.213
id_91_unrelaxed_rank_5_model_2,2.66,0.705,0.205
id_8_unrelaxed_rank_1_model_1,2.12,0.77739,0.213
id_90_unrelaxed_rank_2_model_5,3.23,0.43228,0.043
id_40_unrelaxed_rank_5_model_5,1.73,0.83612,0.222
id_82_unrelaxed_rank_3_model_5,2.12,0.73785,0.241
id_7_unrelaxed_rank_1_model_4,1.77,0.82478,0.187
id_75_unrelaxed_rank_2_model_5,4.65,0.34302,0.158
id_50_unrelaxed_rank_4_model_5,2.63,0.58873,0.071
id_78_unrelaxed_rank_2_model_5,4.1,0.39444,0.078
id_29_unrelaxed_rank_2_model_3,3.81,0.39734,0.034
id_47_unrelaxed_rank_3_model_1,1.68,0.82699,0.213
id_21_unrelaxed_rank_2_model_2,2.66,0.45261,0.073
id_19_unrelaxed_rank_1_model_4,1.04,0.87771,0.193
id_45_unrelaxed_rank_5_model_2,1.9,0.76544,0.299
id_25_unrelaxed_rank_5_model_2,1.44,0.83597,0.301
id_2_unrelaxed_rank_5_model_2,2.24,0.80097,0.231
id_88_unrelaxed_rank_5_model_1,3.87,0.4652,0.176
id_98_unrelaxed_rank_2_model_4,3.27,0.43826,0.127
id_82_unrelaxed_rank_1_model_4,2.09,0.73713,0.209
id_14_unrelaxed_rank_4_model_1,3.64,0.44304,0.136
id_78_unrelaxed_rank_4_model_1,4.47,0.38519,0.086
id_11_unrelaxed_rank_1_model_5,1.64,0.39013,0.075
id_31_unrelaxed_rank_3_model_2,2.89,0.37264,0.044
id_26_unrelaxed_rank_2_model_3,4.38,0.37092,0.066
id_66_unrelaxed_rank_5_model_5,1.66,0.88898,0.261
id_47_unrelaxed_rank_5_model_4,1.53,0.84909,0.213
id_38_unrelaxed_rank_2_model_3,2.22,0.7046,0.19
id_84_unrelaxed_rank_1_model_1,3.83,0.44583,0.077
id_96_unrelaxed_rank_3_model_5,1.71,0.79457,0.214
id_57_unrelaxed_rank_1_model_5,1.24,0.3886,0.051
id_83_unrelaxed_rank_1_model_3,3.31,0.38819,0.06
id_43_unrelaxed_rank_2_model_4,1.39,0.85825,0.315
id_23_unrelaxed_rank_4_model_5,1.66,0.83285,0.259
id_48_unrelaxed_rank_1_model_4,1.27,0.86348,0.228
id_90_unrelaxed_rank_1_model_4,3.84,0.39387,0.059
id_6_unrelaxed_rank_3_model_3,1.93,0.81143,0.308
id_36_unrelaxed_rank_2_model_1,3.63,0.45355,0.119
id_71_unrelaxed_rank_1_model_3,1.66,0.80686,0.256
id_6_unrelaxed_rank_2_model_1,2.13,0.80344,0.308
id_71_unrelaxed_rank_2_model_4,1.36,0.84813,0.256
id_67_unrelaxed_rank_4_model_4,1.35,0.86056,0.188
id_14_unrelaxed_rank_2_model_5,3.53,0.45196,0.15
id_65_unrelaxed_rank_2_model_4,2.53,0.79803,0.189
id_28_unrelaxed_rank_4_model_5,2.69,0.39367,0.087
id_32_unrelaxed_rank_3_model_4,3.58,0.42971,0.107
id_91_unrelaxed_rank_1_model_3,2.12,0.74689,0.236
id_51_unrelaxed_rank_2_model_4,1.05,0.92716,0.278
id_91_unrelaxed_rank_4_model_5,1.84,0.77927,0.247
id_30_unrelaxed_rank_5_model_5,0.81,0.90354,0.272
id_30_unrelaxed_rank_1_model_4,0.83,0.90282,0.272
id_37_unrelaxed_rank_2_model_1,1.23,0.87991,0.273
id_38_unrelaxed_rank_5_model_1,2.15,0.72938,0.202
id_35_unrelaxed_rank_3_model_2,3.4,0.43802,0.136
id_12_unrelaxed_rank_4_model_5,2.85,0.7012,0.218
id_54_unrelaxed_rank_1_model_4,1.49,0.85305,0.209
id_85_unrelaxed_rank_4_model_4,3.82,0.48193,0.077
id_27_unrelaxed_rank_2_model_1,1.43,0.88482,0.174
id_58_unrelaxed_rank_1_model_4,3.64,0.42556,0.238
id_98_unrelaxed_rank_3_model_5,3.22,0.43338,0.111
id_77_unrelaxed_rank_3_model_4,1.14,0.88086,0.382
id_48_unrelaxed_rank_3_model_3,1.27,0.8392,0.228
id_14_unrelaxed_rank_5_model_2,3.85,0.44719,0.167
id_3_unrelaxed_rank_3_model_3,1.41,0.86812,0.23
id_65_unrelaxed_rank_4_model_5,1.78,0.82977,0.2
id_8_unrelaxed_rank_2_model_3,2.18,0.77128,0.213
id_90_unrelaxed_rank_3_model_2,4.1,0.39769,0.073
id_74_unrelaxed_rank_2_model_3,1.69,0.8221,0.209
id_23_unrelaxed_rank_2_model_4,1.5,0.85517,0.259
id_88_unrelaxed_rank_2_model_5,1.39,0.3858,0.128
id_69_unrelaxed_rank_5_model_2,1.14,0.89348,0.267
id_96_unrelaxed_rank_5_model_2,2.26,0.77048,0.214
id_24_unrelaxed_rank_2_model_1,1.77,0.83298,0.191
id_99_unrelaxed_rank_3_model_3,1.07,0.90537,0.258
id_3_unrelaxed_rank_2_model_4,1.38,0.8821,0.227
id_13_unrelaxed_rank_5_model_1,3.55,0.40215,0.075
id_46_unrelaxed_rank_3_model_5,1.76,0.79818,0.356
id_10_unrelaxed_rank_4_model_5,1.2,0.89031,0.319
