,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
32,seq_32,23.0,0.3770491803278688,20.0,0.3333333333333333
33,seq_33,35.0,0.5737704918032787,32.0,0.5245901639344263
34,seq_34,43.0,0.7049180327868853,39.0,0.639344262295082
35,seq_35,19.0,0.3114754098360656,15.0,0.25
36,seq_36,8.0,0.13114754098360656,6.0,0.1
37,seq_37,17.0,0.2786885245901639,11.0,0.18333333333333332
38,seq_38,12.0,0.19672131147540983,7.0,0.11666666666666667
39,seq_39,10.0,0.16393442622950818,5.0,0.08333333333333333
40,seq_40,16.0,0.26229508196721313,5.0,0.08333333333333333
41,seq_41,37.0,0.6065573770491803,35.0,0.5737704918032787
42,seq_42,8.0,0.13114754098360656,2.0,0.03333333333333333
43,seq_43,18.0,0.2903225806451613,12.0,0.1935483870967742
44,seq_44,17.0,0.2786885245901639,8.0,0.13333333333333333
45,seq_45,21.0,0.3442622950819672,17.0,0.2833333333333333
46,seq_46,17.0,0.2786885245901639,11.0,0.18333333333333332
47,seq_47,11.0,0.18032786885245902,5.0,0.08333333333333333
48,seq_48,18.0,0.2903225806451613,11.0,0.18333333333333332
49,seq_49,11.0,0.18032786885245902,6.0,0.1
50,seq_50,22.0,0.3548387096774194,11.0,0.18333333333333332
51,seq_51,15.0,0.2459016393442623,10.0,0.16666666666666666
52,seq_52,21.0,0.3442622950819672,12.0,0.2
53,seq_53,17.0,0.2786885245901639,12.0,0.19672131147540983
54,seq_54,23.0,0.3770491803278688,21.0,0.3442622950819672
55,seq_55,14.0,0.22950819672131148,11.0,0.18333333333333332
56,seq_56,8.0,0.13114754098360656,3.0,0.05
57,seq_57,17.0,0.2786885245901639,12.0,0.2
58,seq_58,14.0,0.22950819672131148,6.0,0.1
59,seq_59,24.0,0.39344262295081966,19.0,0.31666666666666665
60,seq_60,25.0,0.3787878787878788,20.0,0.32786885245901637
61,seq_61,33.0,0.5409836065573771,26.0,0.4262295081967213
62,seq_62,19.0,0.3114754098360656,12.0,0.2
63,seq_63,54.0,0.6835443037974683,50.0,0.6329113924050633
64,seq_64,33.0,0.5409836065573771,32.0,0.5245901639344263
65,seq_65,30.0,0.4838709677419355,30.0,0.4838709677419355
66,seq_66,17.0,0.2786885245901639,8.0,0.13333333333333333
67,seq_67,19.0,0.3114754098360656,9.0,0.15
68,seq_68,15.0,0.2459016393442623,9.0,0.15
69,seq_69,25.0,0.4098360655737705,20.0,0.3333333333333333
70,seq_70,25.0,0.4098360655737705,21.0,0.35
71,seq_71,17.0,0.2786885245901639,8.0,0.13333333333333333
72,seq_72,10.0,0.16393442622950818,8.0,0.13333333333333333
73,seq_73,12.0,0.19672131147540983,6.0,0.1
74,seq_74,20.0,0.32786885245901637,13.0,0.21311475409836064
75,seq_75,13.0,0.21311475409836064,9.0,0.15
76,seq_76,19.0,0.3114754098360656,12.0,0.2
77,seq_77,14.0,0.22950819672131148,8.0,0.13333333333333333
78,seq_78,15.0,0.2459016393442623,5.0,0.08333333333333333
79,seq_79,30.0,0.4918032786885246,26.0,0.43333333333333335
80,seq_80,15.0,0.2459016393442623,9.0,0.15
81,seq_81,17.0,0.2786885245901639,12.0,0.2
82,seq_82,13.0,0.21311475409836064,7.0,0.11666666666666667
83,seq_83,39.0,0.5909090909090909,38.0,0.5757575757575758
84,seq_84,16.0,0.26229508196721313,13.0,0.21666666666666667
85,seq_85,13.0,0.21311475409836064,9.0,0.15
86,seq_86,15.0,0.2459016393442623,7.0,0.11666666666666667
87,seq_87,8.0,0.13114754098360656,4.0,0.06666666666666667
88,seq_88,23.0,0.3709677419354839,20.0,0.32786885245901637
89,seq_89,5.0,0.08196721311475409,3.0,0.05
90,seq_90,16.0,0.25396825396825395,6.0,0.1
91,seq_91,13.0,0.21311475409836064,10.0,0.16666666666666666
92,seq_92,57.0,0.6951219512195121,55.0,0.6707317073170732
93,seq_93,16.0,0.26229508196721313,12.0,0.2
94,seq_94,38.0,0.6229508196721312,36.0,0.5901639344262295
95,seq_95,18.0,0.2903225806451613,9.0,0.14516129032258066
96,seq_96,30.0,0.4838709677419355,24.0,0.3870967741935484
97,seq_97,11.0,0.18032786885245902,4.0,0.06666666666666667
98,seq_98,16.0,0.26229508196721313,9.0,0.15
99,seq_99,16.0,0.26229508196721313,13.0,0.21666666666666667
