,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
84,seq_84,16.0,0.24242424242424243,16.0,0.24242424242424243
85,seq_85,17.0,0.25757575757575757,17.0,0.25757575757575757
86,seq_86,13.0,0.19696969696969696,13.0,0.19696969696969696
87,seq_87,9.0,0.13636363636363635,9.0,0.13636363636363635
88,seq_88,11.0,0.16666666666666666,11.0,0.16666666666666666
89,seq_89,16.0,0.24242424242424243,16.0,0.24242424242424243
90,seq_90,15.0,0.22727272727272727,15.0,0.22727272727272727
91,seq_91,15.0,0.22727272727272727,15.0,0.22727272727272727
92,seq_92,18.0,0.2727272727272727,18.0,0.2727272727272727
93,seq_93,13.0,0.19696969696969696,13.0,0.19696969696969696
94,seq_94,17.0,0.25757575757575757,17.0,0.25757575757575757
95,seq_95,23.0,0.3484848484848485,23.0,0.3484848484848485
96,seq_96,29.0,0.4084507042253521,29.0,0.4084507042253521
97,seq_97,16.0,0.24242424242424243,16.0,0.24242424242424243
98,seq_98,21.0,0.3181818181818182,21.0,0.3181818181818182
99,seq_99,13.0,0.19696969696969696,13.0,0.19696969696969696
