,header,min_leven[from=nat],perc_min_leven[from=nat],min_leven[from=all],perc_min_leven[from=all]
80,seq_80,10.0,0.15151515151515152,10.0,0.15151515151515152
81,seq_81,10.0,0.15151515151515152,10.0,0.15151515151515152
82,seq_82,13.0,0.19696969696969696,13.0,0.19696969696969696
83,seq_83,23.0,0.2911392405063291,23.0,0.2911392405063291
84,seq_84,14.0,0.21212121212121213,14.0,0.21212121212121213
85,seq_85,6.0,0.09090909090909091,6.0,0.09090909090909091
86,seq_86,8.0,0.12121212121212122,8.0,0.12121212121212122
87,seq_87,14.0,0.21212121212121213,14.0,0.21212121212121213
88,seq_88,9.0,0.13636363636363635,9.0,0.13636363636363635
89,seq_89,7.0,0.10606060606060606,7.0,0.10606060606060606
90,seq_90,12.0,0.18181818181818182,12.0,0.18181818181818182
91,seq_91,6.0,0.09090909090909091,6.0,0.09090909090909091
92,seq_92,7.0,0.10606060606060606,7.0,0.10606060606060606
93,seq_93,14.0,0.21212121212121213,14.0,0.21212121212121213
94,seq_94,8.0,0.12121212121212122,8.0,0.12121212121212122
95,seq_95,7.0,0.10606060606060606,7.0,0.10606060606060606
96,seq_96,10.0,0.15151515151515152,10.0,0.15151515151515152
97,seq_97,7.0,0.10606060606060606,7.0,0.10606060606060606
98,seq_98,9.0,0.13636363636363635,9.0,0.13636363636363635
99,seq_99,6.0,0.09090909090909091,6.0,0.09090909090909091
